date,open,high,low,close,volume
11/28/21,60.2,60.2,60.1,60.1,350.0
11/29/21,60.1,62.6,60.1,61.9,16925.0
11/30/21,60.1,60.3,60.0,60.2,17490.0
12/01/21,61.9,61.9,60.7,60.7,2530.0
12/02/21,60.6,60.7,59.5,60.2,13230.0
12/09/21,62.0,62.5,60.3,60.3,5541.0
12/12/21,60.0,61.7,60.0,60.1,2166.0
12/13/21,60.3,60.4,60.1,60.1,644.0
12/14/21,60.2,60.3,60.0,60.0,16046.0
12/15/21,59.3,62.0,56.8,60.6,93261.0
12/19/21,61.6,62.9,60.1,60.5,14763.0
