date,open,high,low,close,volume
11/28/21,57.5,57.5,53.1,56.5,37915.0
11/29/21,58.8,58.8,55.0,57.1,71013.0
11/30/21,57.9,57.9,54.4,54.4,22535.0
12/01/21,55.1,56.0,54.0,54.5,47667.0
12/02/21,56.0,56.0,53.1,54.8,54606.0
12/09/21,55.7,55.7,53.8,54.0,320260.0
12/12/21,55.0,55.4,53.7,54.0,164124.0
12/13/21,54.2,54.2,53.5,53.6,34658.0
12/14/21,54.2,54.2,51.9,52.0,86093.0
12/15/21,53.0,53.0,52.0,52.6,16111.0
12/19/21,52.2,52.8,51.7,52.0,39465.0
