date,open,high,low,close,volume
11/28/21,32.2,33.8,31.5,32.2,146475.0
11/29/21,32.8,33.3,32.8,33.0,62673.0
11/30/21,32.6,33.3,31.5,31.8,161397.0
12/01/21,33.4,33.4,32.0,32.2,118762.0
12/02/21,32.2,33.2,31.2,32.8,266867.0
12/09/21,34.9,34.9,33.9,34.1,93555.0
12/12/21,34.1,34.2,32.5,33.1,216718.0
12/13/21,32.6,33.0,32.4,33.0,100055.0
12/14/21,32.7,33.0,32.3,32.6,89940.0
12/15/21,32.5,33.2,32.0,32.3,73849.0
12/19/21,32.1,33.0,31.8,31.9,35425.0
